# [SH0ES_CALIB][HEALPIX] This is the data for ISO distribution with new set of data for each repetition
# 500 repetitions, 1536 points, q0f= -0.574 h0f= 0.7304
# 
# delta_h0_iso_max           delta_q0_iso_max
8.202764963178510449e-03 7.790547265268474852e-01
1.000716662953016201e-02 6.852232118933728744e-01
1.257987848870933956e-02 9.513811128794799066e-01
1.071790334424860269e-02 9.401574644176933226e-01
8.310957018510145566e-03 6.755037012587487011e-01
1.133711734492737211e-02 8.192448552886242297e-01
8.836267975025124954e-03 7.179810565436102188e-01
1.061189678731933039e-02 9.927275544200255819e-01
1.805200859850308870e-02 1.352580712810858454e+00
1.088695481370460794e-02 1.041160064450756373e+00
1.740808194783605156e-02 1.095683008160094785e+00
1.044846906614749216e-02 8.627514862971668030e-01
8.937238751503207013e-03 7.099212157227676734e-01
1.038076305248236686e-02 8.164656466714774741e-01
8.439590973172039767e-03 5.906112991264449441e-01
8.302239090670848753e-03 6.712545752026424228e-01
8.850674811090364358e-03 7.667159989209708648e-01
8.456728994799989074e-03 7.463923966107506303e-01
1.055089002352960215e-02 7.729929221641966830e-01
1.130018840703084226e-02 6.991439373959106307e-01
8.415564862839230997e-03 6.965855610472817538e-01
1.271496486529855030e-02 8.859528757828050161e-01
1.199497974495966623e-02 9.053052662342354617e-01
1.290999986207219674e-02 1.119419181981796907e+00
7.533200985680221784e-03 7.785098775464711629e-01
9.613679797652929793e-03 7.749083773366005623e-01
1.662000196886015413e-02 1.073966045353521803e+00
1.166001522112902755e-02 9.262469469264265065e-01
1.677751261394844207e-02 1.451445064692062026e+00
7.589424310149084363e-03 6.967471195843443210e-01
9.719644916067138318e-03 8.728947828558484279e-01
1.058148288131111059e-02 8.483036196191511280e-01
9.570325054264694487e-03 6.780259441969556100e-01
1.167468069767296779e-02 7.596048742130843134e-01
9.954854789433587037e-03 7.664072778141641784e-01
7.770787714035498617e-03 6.778978400023623063e-01
1.245596863388409581e-02 8.585977012866958802e-01
1.039563216442473959e-02 8.920804197674889746e-01
1.282206958687714948e-02 7.539471684558305409e-01
8.087662334951173371e-03 8.357935027596992139e-01
1.052598452105735216e-02 8.873709932682386503e-01
1.038533749757075686e-02 7.950380514571442347e-01
1.698631039668230258e-02 1.085884309197887365e+00
9.052886766212853153e-03 6.570306759934544383e-01
1.401764703834917913e-02 1.017224201676363737e+00
9.762987365363517966e-03 8.004932148055030616e-01
9.379179282816729746e-03 6.059097885246648163e-01
1.664110402410079459e-02 1.337452459748970535e+00
1.307659136858851934e-02 7.809351994587891976e-01
1.078116211111224132e-02 8.844445351599861116e-01
8.389475376207711221e-03 5.434655916580319879e-01
9.837286881490103774e-03 6.730887903540225814e-01
1.500747499857923994e-02 9.958258053928183973e-01
8.633908020296177099e-03 5.543984935823655924e-01
9.899277474906709173e-03 9.203214567378494859e-01
1.333880970157008683e-02 1.031788250702608156e+00
8.968347474670235187e-03 9.313586347897537809e-01
1.126677374129492204e-02 8.402996623842304835e-01
1.286093914402430816e-02 1.004091493053880235e+00
1.252403422905357111e-02 1.080455280571888776e+00
1.198835509367146557e-02 9.080127161131286151e-01
8.312800638553663468e-03 6.640704431713063682e-01
1.566360876526895485e-02 1.232047890312871541e+00
1.210393189597513963e-02 1.056107720280823337e+00
1.146573515847826297e-02 7.484655712922025916e-01
9.794200606123348862e-03 7.439695624628099857e-01
1.237935510955889828e-02 9.572454056537905709e-01
1.025381155172633285e-02 8.838257031833183230e-01
1.060866125187187592e-02 7.973847956166673079e-01
9.447514934681877641e-03 7.052505786130698340e-01
1.076486257485764764e-02 8.268062565706194578e-01
6.926272852111114986e-03 4.983597973222816946e-01
8.736798160387193590e-03 7.346553722093203120e-01
1.150522010728494138e-02 7.058388378378384065e-01
1.159221202880678092e-02 7.612923632890382653e-01
7.438892253032736157e-03 7.475928820027961663e-01
1.246799167872214564e-02 8.810792397451445712e-01
1.229303489340616284e-02 8.718716716165690883e-01
1.130298678406016499e-02 8.151821869493727224e-01
9.501713604009642822e-03 9.174377589502943353e-01
8.340219573376939088e-03 6.487877197393775441e-01
8.179621246956148006e-03 7.807470733762071902e-01
1.057841433383877039e-02 9.660193257338629547e-01
1.037520272864078663e-02 8.666269148287136792e-01
8.406289735564231869e-03 8.882582909614460398e-01
7.782076948207428124e-03 6.674876619353844465e-01
7.683082223551518375e-03 5.050676258111949091e-01
1.208617086022156784e-02 7.477279237206480023e-01
