# This is the data for the Hubble and q0 maps for the following parameters: 
#  3072 points, q0f= -0.574, h0f= 0.7304, zup= 0.1, zdown= 0
#
#  h0 h0_err q0 q0_err
7.287879399834067407e-01 2.420397951093749677e-03 -8.312810040759506247e-01 1.772092011263956268e-01
7.294041387502103735e-01 2.444931545030502515e-03 -7.869848241108277076e-01 1.785607889127499015e-01
7.294454914910061261e-01 2.453993265267502208e-03 -7.841027994227679487e-01 1.795737035302076290e-01
7.287784338531120287e-01 2.475061943347249462e-03 -8.344068750080728680e-01 1.815325677310351271e-01
7.279643322710136477e-01 2.466049670368538563e-03 -9.041383851582081022e-01 1.791685247575776352e-01
7.288599694235091686e-01 2.444241944023859726e-03 -8.241421331721990873e-01 1.731482285820760691e-01
7.284169485408458211e-01 2.459856044403152444e-03 -8.710833815172385197e-01 1.769502872492862977e-01
7.277153938350098272e-01 2.459304825533568419e-03 -9.063138240281609637e-01 1.784072957408097959e-01
7.273257924355933657e-01 2.456772656650867224e-03 -9.369914715055267518e-01 1.772258064700452107e-01
7.273469073760521209e-01 2.441706421370455106e-03 -9.372379759062001714e-01 1.746822187086387035e-01
7.279700246230051963e-01 2.440927866140486010e-03 -8.512042806536396222e-01 1.749782489646495853e-01
7.273868658665771925e-01 2.433465665911384301e-03 -8.716425962965513863e-01 1.746715202366130870e-01
7.272603314044949752e-01 2.425561419341203812e-03 -8.917832176086740725e-01 1.746203976431452976e-01
7.278301920919919565e-01 2.432647116083829202e-03 -8.528703471279386328e-01 1.748901118374262265e-01
7.269860002833841151e-01 2.403302127868874299e-03 -9.366361103095368623e-01 1.725434645881315232e-01
7.273189458347625314e-01 2.383486092418752970e-03 -8.989730532697735033e-01 1.702976872692192889e-01
7.279735987103954642e-01 2.408850326516728292e-03 -8.535995634374650143e-01 1.721996951920829744e-01
7.276484193722229099e-01 2.388672459359918263e-03 -8.664728046644633030e-01 1.715595120111819694e-01
7.273693457413601404e-01 2.402594714528803396e-03 -8.982432519463646736e-01 1.724993060430357328e-01
7.273334838024199112e-01 2.390747303778750776e-03 -8.820928340867828510e-01 1.709550536018590861e-01
7.265347253667197025e-01 2.368372526575204980e-03 -9.442166464753988242e-01 1.688036309282592851e-01
7.269239289756567191e-01 2.355351618137162869e-03 -9.188482187071784768e-01 1.695030726416142941e-01
7.271437100225783823e-01 2.352528132171121267e-03 -9.200803103386669957e-01 1.700619852404961219e-01
7.265529011403484283e-01 2.350146002676958487e-03 -9.496143570981262494e-01 1.698417759459358301e-01
7.257387404567109401e-01 2.348388792521636289e-03 -9.925255699592147041e-01 1.697288205210989442e-01
7.256580784630052294e-01 2.355821017245611753e-03 -1.011297034816503793e+00 1.700505136884018498e-01
7.259642125184420092e-01 2.365867306908262489e-03 -9.962401962223688123e-01 1.000000000000000000e+00
7.266087544062028725e-01 2.360747250248178795e-03 -9.572553241865967566e-01 1.730586853425548355e-01
7.263094475307956266e-01 2.362114026937221778e-03 -9.830016499773847061e-01 1.731840166270350034e-01
7.266436311192073783e-01 2.370582633079926140e-03 -9.215774008274032481e-01 1.735094973933863916e-01
7.270619670922405797e-01 2.366549016327119687e-03 -8.779164875068471430e-01 1.723549290624721841e-01
7.275920725531483946e-01 2.374018650015770251e-03 -8.642137849687123730e-01 1.734153921545520116e-01
7.271492755317854328e-01 2.366915327361233425e-03 -8.902837729358191732e-01 1.731798941190744456e-01
7.275450797075352360e-01 2.405337150339511253e-03 -8.877786308139257176e-01 1.766881556794722696e-01
7.285214499881260686e-01 2.428246587302273010e-03 -8.436719440701836437e-01 1.773745918753360518e-01
7.288004556231242326e-01 2.417322995085112360e-03 -8.297686397016704740e-01 1.769971409081252112e-01
7.288535708673247182e-01 2.423029643417755428e-03 -8.326226826769964617e-01 1.773142463058246798e-01
7.292497013319618748e-01 2.437149292008985568e-03 -7.912451021120234795e-01 1.783548777622730452e-01
7.290888443828498211e-01 2.462361244476529883e-03 -8.168948260771571324e-01 1.803975705525411866e-01
7.286450375582195216e-01 2.461286152771888485e-03 -8.348244668842526028e-01 1.768956505387535016e-01
7.282689994776657683e-01 2.445273496388829758e-03 -8.370548959223044205e-01 1.745909511832185734e-01
7.289345953514854148e-01 2.438892465027179754e-03 -8.163980600430956747e-01 1.729420450360716066e-01
7.289888435691277424e-01 2.441543952701898720e-03 -8.244980626794921053e-01 1.732724205122390115e-01
7.276817311492311813e-01 2.442276295303717846e-03 -8.939013865145505333e-01 1.737189120032772982e-01
7.272728368974860080e-01 2.454945622465716602e-03 -9.257408034970475708e-01 1.776118262258384595e-01
7.272300409908382113e-01 2.463590710215678246e-03 -9.427366347674699387e-01 1.753386528752992612e-01
7.276966784151385204e-01 2.451824432945437331e-03 -8.908519810195066890e-01 1.771254063788463839e-01
7.282311166418417026e-01 2.437047528637605823e-03 -8.394913840522764126e-01 1.747702802966136504e-01
7.275252458766233721e-01 2.421404602523040406e-03 -8.554311178387450365e-01 1.744523563606417971e-01
7.277458228846961363e-01 2.402948438029220337e-03 -8.685672695919326447e-01 1.729449877809819958e-01
7.281317923919453650e-01 2.403003215435638856e-03 -8.413113031612291515e-01 1.718686531088458869e-01
7.270749586885401072e-01 2.401738952392317404e-03 -9.425656443613847912e-01 1.719227239405755892e-01
7.273156729535436016e-01 2.379748966125430631e-03 -9.158765411371297960e-01 1.702099479287228490e-01
7.279929211824773816e-01 2.398613589330146276e-03 -8.750865257897759708e-01 1.710150139310840089e-01
7.276936775744998753e-01 2.393639666703029079e-03 -8.879705926867405008e-01 1.708572948215659748e-01
7.273925071557610922e-01 2.391467519958957386e-03 -9.092186948475000641e-01 1.711484719432619372e-01
7.276891761629503685e-01 2.395697540727260294e-03 -8.726427919733236171e-01 1.710776249826315987e-01
7.275860872726275241e-01 2.396413404905587807e-03 -8.744730443196785385e-01 1.711951466447646786e-01
7.269585369066954295e-01 2.378904480227616615e-03 -9.171000134039831719e-01 1.700329817541431920e-01
7.272753779933307516e-01 2.348429036953876559e-03 -9.017673592496743273e-01 1.690402518653388031e-01
7.273841143257004926e-01 2.355816416987995508e-03 -9.093485965646811442e-01 1.701011972465119593e-01
7.265643362998714938e-01 2.338170820292270399e-03 -9.597323895792880810e-01 1.688680744091174690e-01
7.260086693755544163e-01 2.345310771872540900e-03 -9.926714066902095901e-01 1.691493844450336348e-01
7.257436874938483218e-01 2.351799746175646348e-03 -1.009948664881584079e+00 1.701308484211826177e-01
7.259358981563301949e-01 2.353222330517286583e-03 -1.002628434910062927e+00 1.700591984937331325e-01
7.264324143301055248e-01 2.355197068663373011e-03 -9.622077202660140882e-01 1.713762014639168829e-01
7.256661440615600478e-01 2.349157504785895096e-03 -1.025510448541252506e+00 1.741032415163511760e-01
7.262637398165462388e-01 2.356962660405152211e-03 -9.772851105884319267e-01 1.722185427652531409e-01
7.265277966174227275e-01 2.343950763163478185e-03 -9.284528902864871425e-01 1.713813873140876964e-01
7.265345093022717027e-01 2.351153973779587271e-03 -9.251874332381900823e-01 1.716069869369018508e-01
7.272251788560645247e-01 2.351526814652066776e-03 -9.057656408043902596e-01 1.725020909156409765e-01
7.273194694411412309e-01 2.369258713507605817e-03 -8.812475909879218250e-01 1.733749016017862854e-01
7.286007696860288263e-01 2.400483901272921008e-03 -8.080237838369660475e-01 1.743750275687949713e-01
7.285506411899492774e-01 2.416199816477403867e-03 -8.185996860151296683e-01 1.756867478046916509e-01
7.286262738387162541e-01 2.420219845133678247e-03 -8.345010192229658230e-01 1.770530734729689748e-01
7.286448314104999602e-01 2.420881180651437547e-03 -8.370841646999266361e-01 1.772612888700968448e-01
7.289018932107723669e-01 2.413335221949552013e-03 -8.221915697214668972e-01 1.771410786786918601e-01
7.292049479866841155e-01 2.415020073051065991e-03 -7.901275284524376108e-01 1.748569965312515295e-01
7.291279311515382888e-01 2.440169367318134521e-03 -8.007174678909056986e-01 1.764606647872645206e-01
7.282343027414663883e-01 2.443114806239235232e-03 -8.621089182652390548e-01 1.762211983273675453e-01
7.286102590166073645e-01 2.427376726976899872e-03 -8.012924216582514303e-01 1.727736088060307929e-01
7.290132744032463696e-01 2.414881047671068714e-03 -7.877705202403433304e-01 1.718653851332859472e-01
7.294722932195236709e-01 2.433374672998973257e-03 -7.972046830426713360e-01 1.721512776834197289e-01
7.281628743809777093e-01 2.444395031514568981e-03 -8.717566595467176604e-01 1.730228326392279081e-01
7.268455014728623098e-01 2.450750321379037335e-03 -9.528709191179507432e-01 1.738649282789265504e-01
7.268902282510087964e-01 2.456052326037223930e-03 -9.741092328421181445e-01 1.774092414809950446e-01
7.269041729926839501e-01 2.453142261552121277e-03 -9.560044721193140527e-01 1.766195174136568902e-01
7.277117652314617491e-01 2.445438165920371925e-03 -8.904258019347558450e-01 1.754047318087116336e-01
7.269655981364243624e-01 2.403278443437544508e-03 -9.138992992477316113e-01 1.726406008751763532e-01
7.273378577449323146e-01 2.390938861540483490e-03 -8.809241347091736341e-01 1.713752000536719888e-01
7.275484318259695105e-01 2.388246752500648717e-03 -8.853751537681554540e-01 1.716111556269506178e-01
7.278633060701825697e-01 2.376676447814267314e-03 -8.783570751655713771e-01 1.698338169680354004e-01
7.272983698448048928e-01 2.380812682165562699e-03 -9.199889202032920377e-01 1.700953485040049007e-01
7.269509664550894978e-01 2.372178014910662509e-03 -9.442808587801908571e-01 1.695861986915975228e-01
7.276734912254573251e-01 2.386047377126093022e-03 -9.051772391821336639e-01 1.697299679345167234e-01
7.276340919919331851e-01 2.377078018826304581e-03 -9.014783409398258174e-01 1.693043612437985235e-01
7.274930056531231370e-01 2.383133563994247958e-03 -9.117354747833475992e-01 1.693016479012269260e-01
7.276626669389839597e-01 2.386243878538576654e-03 -8.947581946871928649e-01 1.700179508984099586e-01
7.276567616943011574e-01 2.397722695188125083e-03 -8.742894438451564998e-01 1.712329127263050033e-01
7.278811411999241976e-01 2.400554088280474566e-03 -8.641131337989367278e-01 1.710447964761198369e-01
7.273383976949997498e-01 2.371401338617287399e-03 -9.137676606917397581e-01 1.696802028321062195e-01
7.275845952059240007e-01 2.348424814608894226e-03 -8.920080972057019553e-01 1.686810128547686916e-01
7.275772792635155639e-01 2.352078092906700196e-03 -9.023026745506200763e-01 1.697674278158045336e-01
7.273701190146626416e-01 2.328837329388980335e-03 -9.209400094094636335e-01 1.674892597887615298e-01
7.265521081183129448e-01 2.344393874275104740e-03 -9.623246788501942373e-01 1.689881623902674546e-01
7.272119950811434252e-01 2.333190746267323722e-03 -9.008502484339787619e-01 1.678893082975820850e-01
7.273350877794774183e-01 2.353482391750604669e-03 -9.015930864306069825e-01 1.698484011927254567e-01
7.267536910903256153e-01 2.340289327727434771e-03 -9.229680745016304311e-01 1.702461302338252047e-01
7.264558891771817351e-01 2.333633127654533099e-03 -9.666764783554939733e-01 1.707893372298905366e-01
7.273144664759979561e-01 2.345426695296791778e-03 -8.926864659582316452e-01 1.711566394373046640e-01
7.268195904887370107e-01 2.333105244706809751e-03 -8.866700225985069128e-01 1.699893688516025403e-01
7.264055623571700204e-01 2.341866556833673528e-03 -9.298863001022752428e-01 1.712742402461619740e-01
7.264369411215878536e-01 2.342344345669603294e-03 -9.306248638770486803e-01 1.715559459027490019e-01
7.269358809515447106e-01 2.357858333306133997e-03 -9.209878231666280834e-01 1.726529973318702837e-01
7.271277487884768576e-01 2.367605220008170159e-03 -9.082239198384407519e-01 1.734457750183734381e-01
7.276928723629216833e-01 2.405500414853617257e-03 -8.497413448722669349e-01 1.759377188292334526e-01
7.288170284605880456e-01 2.426023907754972994e-03 -7.861474239148347198e-01 1.775724831778671131e-01
7.289100394070155975e-01 2.430482963004989422e-03 -7.930003980398377950e-01 1.781169079539995370e-01
7.288508315534992787e-01 2.420412302830738174e-03 -8.112017648058138519e-01 1.786566727947294930e-01
7.290179207297476927e-01 2.405551384172066685e-03 -7.846088069604248982e-01 1.748185933191941932e-01
7.289382720347450384e-01 2.400982238976989095e-03 -8.071101614827060899e-01 1.739826304063364359e-01
7.291176566082304689e-01 2.428313087763142326e-03 -8.006987604063171560e-01 1.755803107188780576e-01
7.287890563055425819e-01 2.428772024487092524e-03 -8.191474908812254041e-01 1.759251308958517945e-01
7.288135555768148199e-01 2.435134598622151671e-03 -8.004024493102350757e-01 1.742858387147082355e-01
7.292976408809157540e-01 2.422594832203303367e-03 -7.596367563052891514e-01 1.722324279823477799e-01
7.295390678641385795e-01 2.407104030280897335e-03 -7.356960346174364895e-01 1.704352386628390226e-01
7.297945130596772412e-01 2.426324922390296190e-03 -7.564952508976215961e-01 1.712165863497602802e-01
7.290524373034797945e-01 2.432714232519621062e-03 -8.046241555484874297e-01 1.716657871310791617e-01
7.280440581794846988e-01 2.412589296965703903e-03 -8.261567816030898070e-01 1.701392109622985871e-01
7.278718687280619770e-01 2.423176640112981260e-03 -8.429829258267724779e-01 1.711676085640897460e-01
7.272340889486434978e-01 2.418661633590869341e-03 -8.748798772391427336e-01 1.703344254114636525e-01
7.276539608111581847e-01 2.439986804779548015e-03 -8.952150027356416961e-01 1.737406556948817293e-01
7.270567037401292065e-01 2.413186257675700979e-03 -9.307963391614691995e-01 1.728073987448358051e-01
7.272927333563544705e-01 2.396653169636367344e-03 -8.812638821977353265e-01 1.718912928051581634e-01
7.274655022708418350e-01 2.391537895668735796e-03 -8.973285840319799034e-01 1.708443210590229189e-01
7.275332899100291906e-01 2.383951696768094649e-03 -8.965552994441243762e-01 1.706850468913262420e-01
7.275589209820565451e-01 2.373333747750665679e-03 -9.183330974163448346e-01 1.692955311531265383e-01
7.276924380789149271e-01 2.370260898637701046e-03 -8.964549356704963889e-01 1.685259813628927072e-01
7.267674168399566037e-01 2.371112892950338110e-03 -9.693886171998525869e-01 1.686964963966547104e-01
7.277188055026925229e-01 2.383968690579613657e-03 -9.046266495403243457e-01 1.695190244681444580e-01
7.272854213795035827e-01 2.374851732776471751e-03 -9.229028329071190528e-01 1.691907285859886867e-01
